PAW protein_summary_9 results file
written: Fri Apr 24 07:34:56 2020

 	=subtotal(109,B6:B5436)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
4611.0	1	sp|Q9HCN8|SDF2L_HUMAN	 	27.6	221	23598	Stromal cell-derived factor 2-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=SDF2L1 PE=1 SV=2	25	25	1.000	8	8	9	8	8	9	8.000	8.000	9.000	 
4612.0	1	sp|Q9HCS7|SYF1_HUMAN	 	8.0	855	100009	Pre-mRNA-splicing factor SYF1 OS=Homo sapiens (Human) OX=9606 GN=XAB2 PE=1 SV=2	6	6	1.000	1	3	2	1	3	2	1.000	3.000	2.000	 
4613.0	1	sp|Q9HCU0|CD248_HUMAN	 	7.9	757	80858	Endosialin OS=Homo sapiens (Human) OX=9606 GN=CD248 PE=1 SV=1	10	10	1.000	2	5	3	2	5	3	2.000	5.000	3.000	 
4614.0	1	sp|Q9HCU5|PREB_HUMAN	 	28.3	417	45468	Prolactin regulatory element-binding protein OS=Homo sapiens (Human) OX=9606 GN=PREB PE=1 SV=2	21	21	1.000	5	7	9	5	7	9	5.000	7.000	9.000	 
4615.0	1	sp|Q9HCY8|S10AE_HUMAN	 	66.3	104	11662	Protein S100-A14 OS=Homo sapiens (Human) OX=9606 GN=S100A14 PE=1 SV=1	22	22	1.000	6	8	8	6	8	8	6.000	8.000	8.000	 
4616.0	1	sp|Q9HD15|SRA1_HUMAN	 	14.4	236	25673	Steroid receptor RNA activator 1 OS=Homo sapiens (Human) OX=9606 GN=SRA1 PE=1 SV=1	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	 
4617.0	1	sp|Q9HD20|AT131_HUMAN	 	19.9	1204	132953	Manganese-transporting ATPase 13A1 OS=Homo sapiens (Human) OX=9606 GN=ATP13A1 PE=1 SV=2	42	42	1.000	11	11	20	11	11	20	11.000	11.000	20.000	 
4618.0	1	sp|Q9HD26|GOPC_HUMAN	 	22.9	462	50519	Golgi-associated PDZ and coiled-coil motif-containing protein OS=Homo sapiens (Human) OX=9606 GN=GOPC PE=1 SV=1	13	13	1.000	3	6	4	3	6	4	3.000	6.000	4.000	 
4619.0	1	sp|Q9HD33|RM47_HUMAN	 	15.2	250	29450	39S ribosomal protein L47, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL47 PE=1 SV=2	9	9	1.000	3	4	2	3	4	2	3.000	4.000	2.000	 
4620.0	1	sp|Q9HD34|LYRM4_HUMAN	 	24.2	91	10758	LYR motif-containing protein 4 OS=Homo sapiens (Human) OX=9606 GN=LYRM4 PE=1 SV=1	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000	 
4621.0	1	sp|Q9HD42|CHM1A_HUMAN	 	28.6	196	21703	Charged multivesicular body protein 1a OS=Homo sapiens (Human) OX=9606 GN=CHMP1A PE=1 SV=1	24	24	1.000	7	9	8	7	9	8	7.000	9.000	8.000	 
4622.0	1	sp|Q9HD45|TM9S3_HUMAN	 	17.3	589	67888	Transmembrane 9 superfamily member 3 OS=Homo sapiens (Human) OX=9606 GN=TM9SF3 PE=1 SV=2	37	37	1.000	11	14	12	11	14	12	11.000	14.000	12.000	 
4623.0	1	sp|Q9HD67|MYO10_HUMAN	 	0.8	2058	237344	Unconventional myosin-X OS=Homo sapiens (Human) OX=9606 GN=MYO10 PE=1 SV=3	12	12	1.000	4	5	3	4	5	3	4.000	5.000	3.000	 
4624.0	1	sp|Q9HDC9|APMAP_HUMAN	 	45.9	416	46480	Adipocyte plasma membrane-associated protein OS=Homo sapiens (Human) OX=9606 GN=APMAP PE=1 SV=2	119	119	1.000	41	39	39	41	39	39	41.000	39.000	39.000	 
4625.0	1	sp|Q9NNW7|TRXR2_HUMAN	 	10.7	524	56506	Thioredoxin reductase 2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=TXNRD2 PE=1 SV=3	11	9	0.818	3	5	3	2	4	3	2.080	4.174	3.000	sp|Q16881|TRXR1_HUMAN, sp|Q9NNW7|TRXR2_HUMAN
4626.0	1	sp|Q9NNX6|CD209_HUMAN	 	20.3	404	45774	CD209 antigen OS=Homo sapiens (Human) OX=9606 GN=CD209 PE=1 SV=1	13	13	1.000	4	4	5	4	4	5	4.000	4.000	5.000	 
4627.0	1	sp|Q9NP58|ABCB6_HUMAN	 	2.3	842	93884	ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ABCB6 PE=1 SV=1	4	4	1.000	0	3	1	0	3	1	0.000	3.000	1.000	 
4628.0	1	sp|Q9NP61|ARFG3_HUMAN	 	20.2	516	56928	ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens (Human) OX=9606 GN=ARFGAP3 PE=1 SV=1	24	22	0.917	7	8	9	6	7	9	6.500	7.412	9.000	sp|Q8N6H7|ARFG2_HUMAN, sp|Q9NP61|ARFG3_HUMAN
4629.0	1	sp|Q9NP72|RAB18_HUMAN	 	70.9	206	22977	Ras-related protein Rab-18 OS=Homo sapiens (Human) OX=9606 GN=RAB18 PE=1 SV=1	53	53	1.000	11	20	22	11	20	22	11.000	20.000	22.000	 
4630.0	1	sp|Q9NP73|ALG13_HUMAN	 	2.5	1137	126055	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 OS=Homo sapiens (Human) OX=9606 GN=ALG13 PE=1 SV=2	4	4	1.000	0	1	3	0	1	3	0.000	1.000	3.000	 
4631.0	1	sp|Q9NP74|PALMD_HUMAN	 	4.2	551	62757	Palmdelphin OS=Homo sapiens (Human) OX=9606 GN=PALMD PE=1 SV=1	5	3	0.600	1	2	2	0	1	2	0.000	1.111	2.000	sp|Q709C8|VP13C_HUMAN, sp|Q9NP74|PALMD_HUMAN
4632.0	1	sp|Q9NP77|SSU72_HUMAN	 	24.2	194	22574	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Homo sapiens (Human) OX=9606 GN=SSU72 PE=1 SV=1	11	11	1.000	2	4	5	2	4	5	2.000	4.000	5.000	 
4633.0	1	sp|Q9NP79|VTA1_HUMAN	 	27.7	307	33879	Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens (Human) OX=9606 GN=VTA1 PE=1 SV=1	23	23	1.000	4	11	8	4	11	8	4.000	11.000	8.000	 
4634.0	1	sp|Q9NP81|SYSM_HUMAN	 	30.3	518	58282	Serine--tRNA ligase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=SARS2 PE=1 SV=1	33	33	1.000	4	9	20	4	9	20	4.000	9.000	20.000	 
4635.0	1	sp|Q9NP97|DLRB1_HUMAN	 	74.0	96	10921	Dynein light chain roadblock-type 1 OS=Homo sapiens (Human) OX=9606 GN=DYNLRB1 PE=1 SV=3	14	14	1.000	3	7	4	3	7	4	3.000	7.000	4.000	 
4636.0	1	sp|Q9NPA0|EMC7_HUMAN	 	19.0	242	26470	ER membrane protein complex subunit 7 OS=Homo sapiens (Human) OX=9606 GN=EMC7 PE=1 SV=1	11	11	1.000	3	4	4	3	4	4	3.000	4.000	4.000	 
4637.0	1	sp|Q9NPA8|ENY2_HUMAN	 	38.6	101	11528	Transcription and mRNA export factor ENY2 OS=Homo sapiens (Human) OX=9606 GN=ENY2 PE=1 SV=1	11	11	1.000	3	3	5	3	3	5	3.000	3.000	5.000	 
4638.0	1	sp|Q9NPE3|NOP10_HUMAN	 	45.3	64	7706	H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens (Human) OX=9606 GN=NOP10 PE=1 SV=1	11	11	1.000	4	3	4	4	3	4	4.000	3.000	4.000	 
4639.0	1	sp|Q9NPF4|OSGEP_HUMAN	 	28.7	335	36426	Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens (Human) OX=9606 GN=OSGEP PE=1 SV=1	13	13	1.000	3	3	7	3	3	7	3.000	3.000	7.000	 
4640.0	1	sp|Q9NPH2|INO1_HUMAN	 	7.7	558	61067	Inositol-3-phosphate synthase 1 OS=Homo sapiens (Human) OX=9606 GN=ISYNA1 PE=1 SV=1	11	11	1.000	5	3	3	5	3	3	5.000	3.000	3.000	 
4641.0	1	sp|Q9NPI6|DCP1A_HUMAN	 	6.9	582	63278	mRNA-decapping enzyme 1A OS=Homo sapiens (Human) OX=9606 GN=DCP1A PE=1 SV=3	4	4	1.000	2	0	2	2	0	2	2.000	0.000	2.000	 
4642.0	1	sp|Q9NPJ3|ACO13_HUMAN	 	25.0	140	14960	Acyl-coenzyme A thioesterase 13 OS=Homo sapiens (Human) OX=9606 GN=ACOT13 PE=1 SV=1	20	20	1.000	8	5	7	8	5	7	8.000	5.000	7.000	 
4643.0	1	sp|Q9NPL8|TIDC1_HUMAN	 	6.7	285	32177	Complex I assembly factor TIMMDC1, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=TIMMDC1 PE=1 SV=2	7	7	1.000	3	2	2	3	2	2	3.000	2.000	2.000	 
4644.0	1	sp|Q9NPQ8|RIC8A_HUMAN	 	19.4	531	59709	Synembryn-A OS=Homo sapiens (Human) OX=9606 GN=RIC8A PE=1 SV=3	15	15	1.000	6	5	4	6	5	4	6.000	5.000	4.000	 
4645.0	1	sp|Q9NPR9|GP108_HUMAN	 	6.1	543	60632	Protein GPR108 OS=Homo sapiens (Human) OX=9606 GN=GPR108 PE=2 SV=3	8	8	1.000	2	4	2	2	4	2	2.000	4.000	2.000	 
4646.0	1	sp|Q9NPY3|C1QR1_HUMAN	 	4.9	652	68559	Complement component C1q receptor OS=Homo sapiens (Human) OX=9606 GN=CD93 PE=1 SV=3	7	4	0.571	3	2	2	2	1	1	3.000	1.167	2.000	sp|Q9NPY3|C1QR1_HUMAN, sp|Q9UHG2|PCS1N_HUMAN
4647.0	1	sp|Q9NQ29|LUC7L_HUMAN	 	16.7	371	43728	Putative RNA-binding protein Luc7-like 1 OS=Homo sapiens (Human) OX=9606 GN=LUC7L PE=1 SV=1	32	8	0.250	8	11	13	2	3	3	2.857	4.333	5.000	sp|Q9NQ29|LUC7L_HUMAN, sp|Q9Y383|LC7L2_HUMAN
4648.0	1	sp|Q9NQ38|ISK5_HUMAN	 	2.1	1064	120713	Serine protease inhibitor Kazal-type 5 OS=Homo sapiens (Human) OX=9606 GN=SPINK5 PE=1 SV=2	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	 
4649.0	1	sp|Q9NQ48|LZTL1_HUMAN	 	13.7	299	34592	Leucine zipper transcription factor-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=LZTFL1 PE=1 SV=1	9	9	1.000	2	4	3	2	4	3	2.000	4.000	3.000	 
4650.0	1	sp|Q9NQ50|RM40_HUMAN	 	12.6	206	24490	39S ribosomal protein L40, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL40 PE=1 SV=1	4	4	1.000	0	1	3	0	1	3	0.000	1.000	3.000	 
4651.0	1	sp|Q9NQ55|SSF1_HUMAN	 	19.2	473	53193	Suppressor of SWI4 1 homolog OS=Homo sapiens (Human) OX=9606 GN=PPAN PE=2 SV=1	10	10	1.000	4	5	1	4	5	1	4.000	5.000	1.000	 
4652.0	1	sp|Q9NQ88|TIGAR_HUMAN	 	30.7	270	30062	Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens (Human) OX=9606 GN=TIGAR PE=1 SV=1	13	13	1.000	1	4	8	1	4	8	1.000	4.000	8.000	 
4653.0	1	sp|Q9NQC3|RTN4_HUMAN	 	17.4	1192	129930	Reticulon-4 OS=Homo sapiens (Human) OX=9606 GN=RTN4 PE=1 SV=2	127	127	1.000	49	35	43	49	35	43	49.000	35.000	43.000	 
4654.0	1	sp|Q9NQE9|HINT3_HUMAN	 	11.0	182	20361	Histidine triad nucleotide-binding protein 3 OS=Homo sapiens (Human) OX=9606 GN=HINT3 PE=1 SV=1	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
4655.0	1	sp|Q9NQG5|RPR1B_HUMAN	 	43.6	326	36899	Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens (Human) OX=9606 GN=RPRD1B PE=1 SV=1	30	29	0.967	12	10	8	12	9	8	12.000	9.900	8.000	sp|Q96P16|RPR1A_HUMAN, sp|Q9NQG5|RPR1B_HUMAN
4656.0	1	sp|Q9NQH7|XPP3_HUMAN	 	6.1	507	57033	Xaa-Pro aminopeptidase 3 OS=Homo sapiens (Human) OX=9606 GN=XPNPEP3 PE=1 SV=1	7	3	0.429	2	2	3	1	0	2	1.009	0.000	2.017	sp|P07900|HS90A_HUMAN, sp|Q9NQH7|XPP3_HUMAN
4657.0	1	sp|Q9NQP4|PFD4_HUMAN	 	38.8	134	15314	Prefoldin subunit 4 OS=Homo sapiens (Human) OX=9606 GN=PFDN4 PE=1 SV=1	14	14	1.000	7	4	3	7	4	3	7.000	4.000	3.000	 
4658.0	1	sp|Q9NQR4|NIT2_HUMAN	 	46.7	276	30608	Omega-amidase NIT2 OS=Homo sapiens (Human) OX=9606 GN=NIT2 PE=1 SV=1	46	46	1.000	14	16	16	14	16	16	14.000	16.000	16.000	 
4659.0	1	sp|Q9NQT4|EXOS5_HUMAN	 	11.1	235	25249	Exosome complex component RRP46 OS=Homo sapiens (Human) OX=9606 GN=EXOSC5 PE=1 SV=1	5	5	1.000	1	1	3	1	1	3	1.000	1.000	3.000	 
4660.0	1	sp|Q9NQT5|EXOS3_HUMAN	 	17.5	275	29572	Exosome complex component RRP40 OS=Homo sapiens (Human) OX=9606 GN=EXOSC3 PE=1 SV=3	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
4661.0	1	sp|Q9NQT8|KI13B_HUMAN	 	7.6	1826	202786	Kinesin-like protein KIF13B OS=Homo sapiens (Human) OX=9606 GN=KIF13B PE=1 SV=2	13	6	0.462	4	4	5	3	1	2	4.000	2.500	4.500	sp|O43896|KIF1C_HUMAN, sp|Q96L93|KI16B_HUMAN, sp|Q9H1H9|KI13A_HUMAN, sp|Q9NQT8|KI13B_HUMAN, sp|Q9P2P6|STAR9_HUMAN
4662.0	1	sp|Q9NQW6|ANLN_HUMAN	 	6.5	1124	124197	Anillin OS=Homo sapiens (Human) OX=9606 GN=ANLN PE=1 SV=2	6	6	1.000	3	0	3	3	0	3	3.000	0.000	3.000	 
4663.0	1	sp|Q9NQW7|XPP1_HUMAN	 	32.7	623	69917	Xaa-Pro aminopeptidase 1 OS=Homo sapiens (Human) OX=9606 GN=XPNPEP1 PE=1 SV=3	72	72	1.000	20	26	26	20	26	26	20.000	26.000	26.000	 
4664.0	1	sp|Q9NQX3|GEPH_HUMAN	 	6.7	736	79748	Gephyrin OS=Homo sapiens (Human) OX=9606 GN=GPHN PE=1 SV=1	11	11	1.000	3	4	4	3	4	4	3.000	4.000	4.000	 
4665.0	1	sp|Q9NQZ2|SAS10_HUMAN	 	10.9	479	54557	Something about silencing protein 10 OS=Homo sapiens (Human) OX=9606 GN=UTP3 PE=1 SV=1	9	9	1.000	3	1	5	3	1	5	3.000	1.000	5.000	 
4666.0	1	sp|Q9NQZ5|STAR7_HUMAN	 	4.1	370	43113	StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=STARD7 PE=1 SV=2	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
4667.0	1	sp|Q9NR09|BIRC6_HUMAN	 	1.6	4857	530249	Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens (Human) OX=9606 GN=BIRC6 PE=1 SV=2	10	10	1.000	3	1	6	3	1	6	3.000	1.000	6.000	 
4668.0	1	sp|Q9NR12|PDLI7_HUMAN	 	35.7	457	49844	PDZ and LIM domain protein 7 OS=Homo sapiens (Human) OX=9606 GN=PDLIM7 PE=1 SV=1	93	93	1.000	37	33	23	37	33	23	37.000	33.000	23.000	 
4669.0	1	sp|Q9NR19|ACSA_HUMAN	 	12.3	701	78579	Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=ACSS2 PE=1 SV=1	14	14	1.000	5	5	4	5	5	4	5.000	5.000	4.000	 
4670.0	1	sp|Q9NR28|DBLOH_HUMAN	 	49.4	239	27131	Diablo homolog, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=DIABLO PE=1 SV=1	48	48	1.000	14	23	11	14	23	11	14.000	23.000	11.000	 
4671.0	1	sp|Q9NR30|DDX21_HUMAN	 	45.3	783	87343	Nucleolar RNA helicase 2 OS=Homo sapiens (Human) OX=9606 GN=DDX21 PE=1 SV=5	79	78	0.987	19	18	42	19	18	41	19.000	18.000	41.911	sp|Q9BQ39|DDX50_HUMAN, sp|Q9NR30|DDX21_HUMAN
4672.0	1	sp|Q9NR31|SAR1A_HUMAN	 	48.5	198	22367	GTP-binding protein SAR1a OS=Homo sapiens (Human) OX=9606 GN=SAR1A PE=1 SV=1	53	37	0.698	18	17	18	12	14	11	16.500	15.750	15.053	sp|Q9NR31|SAR1A_HUMAN, sp|Q9Y6B6|SAR1B_HUMAN
4673.0	1	sp|Q9NR45|SIAS_HUMAN	 	45.7	359	40307	Sialic acid synthase OS=Homo sapiens (Human) OX=9606 GN=NANS PE=1 SV=2	86	86	1.000	27	26	33	27	26	33	27.000	26.000	33.000	 
4674.0	1	sp|Q9NR46|SHLB2_HUMAN	 	22.8	395	43973	Endophilin-B2 OS=Homo sapiens (Human) OX=9606 GN=SH3GLB2 PE=1 SV=1	16	14	0.875	1	9	6	0	8	6	0.000	8.400	6.000	sp|Q9NR46|SHLB2_HUMAN, sp|Q9Y371|SHLB1_HUMAN
4675.0	1	sp|Q9NR50|EI2BG_HUMAN	 	11.9	452	50240	Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens (Human) OX=9606 GN=EIF2B3 PE=1 SV=1	7	7	1.000	3	1	3	3	1	3	3.000	1.000	3.000	 
4676.0	1	sp|Q9NR56|MBNL1_HUMAN	 	9.8	388	41817	Muscleblind-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=MBNL1 PE=1 SV=2	17	17	1.000	4	5	8	4	5	8	4.000	5.000	8.000	 
4677.0	1	sp|Q9NR99|MXRA5_HUMAN	 	21.9	2828	312147	Matrix-remodeling-associated protein 5 OS=Homo sapiens (Human) OX=9606 GN=MXRA5 PE=1 SV=3	128	128	1.000	40	47	41	40	47	41	40.000	47.000	41.000	 
4678.0	1	sp|Q9NRA2|S17A5_HUMAN	 	7.5	495	54639	Sialin OS=Homo sapiens (Human) OX=9606 GN=SLC17A5 PE=1 SV=2	4	4	1.000	1	0	3	1	0	3	1.000	0.000	3.000	 
4679.0	1	sp|Q9NRF8|PYRG2_HUMAN	 	6.1	586	65677	CTP synthase 2 OS=Homo sapiens (Human) OX=9606 GN=CTPS2 PE=1 SV=1	14	2	0.143	4	6	4	1	0	1	1.375	0.000	1.143	sp|P17812|PYRG1_HUMAN, sp|Q9NRF8|PYRG2_HUMAN
4680.0	1	sp|Q9NRG1|PRDC1_HUMAN	 	9.8	225	25673	Phosphoribosyltransferase domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=PRTFDC1 PE=1 SV=1	5	3	0.600	1	1	3	1	0	2	1.000	0.000	2.105	sp|P00492|HPRT_HUMAN, sp|Q9NRG1|PRDC1_HUMAN
4681.0	1	sp|Q9NRG7|D39U1_HUMAN	 	11.6	293	31076	Epimerase family protein SDR39U1 OS=Homo sapiens (Human) OX=9606 GN=SDR39U1 PE=1 SV=3	4	4	1.000	0	3	1	0	3	1	0.000	3.000	1.000	 
4682.0	1	sp|Q9NRG9|AAAS_HUMAN	 	7.3	546	59573	Aladin OS=Homo sapiens (Human) OX=9606 GN=AAAS PE=1 SV=1	6	6	1.000	0	2	4	0	2	4	0.000	2.000	4.000	 
4683.0	1	sp|Q9NRK6|ABCBA_HUMAN	 	6.0	738	79147	ATP-binding cassette sub-family B member 10, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ABCB10 PE=1 SV=2	5	4	0.800	1	1	3	0	1	3	0.000	1.000	3.000	sp|Q03519|TAP2_HUMAN, sp|Q9NRK6|ABCBA_HUMAN, sp|Q9NUT2|MITOS_HUMAN
4684.0	1	sp|Q9NRL2|BAZ1A_HUMAN	 	3.1	1556	178700	Bromodomain adjacent to zinc finger domain protein 1A OS=Homo sapiens (Human) OX=9606 GN=BAZ1A PE=1 SV=2	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	 
4685.0	1	sp|Q9NRN5|OLFL3_HUMAN	 	36.0	406	46010	Olfactomedin-like protein 3 OS=Homo sapiens (Human) OX=9606 GN=OLFML3 PE=2 SV=1	59	59	1.000	18	25	16	18	25	16	18.000	25.000	16.000	 
4686.0	1	sp|Q9NRN7|ADPPT_HUMAN	 	18.4	309	35776	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens (Human) OX=9606 GN=AASDHPPT PE=1 SV=2	5	5	1.000	0	2	3	0	2	3	0.000	2.000	3.000	 
4687.0	1	sp|Q9NRP0|OSTC_HUMAN	 	12.8	149	16829	Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens (Human) OX=9606 GN=OSTC PE=1 SV=1	14	14	1.000	5	4	5	5	4	5	5.000	4.000	5.000	 
4688.0	1	sp|Q9NRQ5|SMCO4_HUMAN	 	67.8	59	6738	Single-pass membrane and coiled-coil domain-containing protein 4 OS=Homo sapiens (Human) OX=9606 GN=SMCO4 PE=1 SV=1	8	8	1.000	2	2	4	2	2	4	2.000	2.000	4.000	 
4689.0	1	sp|Q9NRR5|UBQL4_HUMAN	 	23.8	601	63852	Ubiquilin-4 OS=Homo sapiens (Human) OX=9606 GN=UBQLN4 PE=1 SV=2	22	14	0.636	5	7	10	3	5	6	3.600	6.125	7.723	sp|Q9NRR5|UBQL4_HUMAN, sp|Q9UHD9|UBQL2_HUMAN, sp|Q9UMX0|UBQL1_HUMAN
4690.0	1	sp|Q9NRV9|HEBP1_HUMAN	 	66.7	189	21097	Heme-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=HEBP1 PE=1 SV=1	38	38	1.000	12	12	14	12	12	14	12.000	12.000	14.000	 
4691.0	1	sp|Q9NRW3|ABC3C_HUMAN	 	15.8	190	22826	DNA dC->dU-editing enzyme APOBEC-3C OS=Homo sapiens (Human) OX=9606 GN=APOBEC3C PE=1 SV=2	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
4692.0	1	sp|Q9NRW7|VPS45_HUMAN	 	17.0	570	65076	Vacuolar protein sorting-associated protein 45 OS=Homo sapiens (Human) OX=9606 GN=VPS45 PE=1 SV=1	17	17	1.000	6	6	5	6	6	5	6.000	6.000	5.000	 
4693.0	1	sp|Q9NRX1|PNO1_HUMAN	 	32.1	252	27924	RNA-binding protein PNO1 OS=Homo sapiens (Human) OX=9606 GN=PNO1 PE=1 SV=1	11	11	1.000	1	2	8	1	2	8	1.000	2.000	8.000	 
4694.0	1	sp|Q9NRX2|RM17_HUMAN	 	10.3	175	20050	39S ribosomal protein L17, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL17 PE=1 SV=1	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000	 
4695.0	1	sp|Q9NRX3|NUA4L_HUMAN	 	19.5	87	9966	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2 OS=Homo sapiens (Human) OX=9606 GN=NDUFA4L2 PE=3 SV=1	6	6	1.000	0	4	2	0	4	2	0.000	4.000	2.000	 
4696.0	1	sp|Q9NRX4|PHP14_HUMAN	 	65.6	125	13832	14 kDa phosphohistidine phosphatase OS=Homo sapiens (Human) OX=9606 GN=PHPT1 PE=1 SV=1	61	61	1.000	21	21	19	21	21	19	21.000	21.000	19.000	 
4697.0	1	sp|Q9NRX5|SERC1_HUMAN	 	6.8	453	50494	Serine incorporator 1 OS=Homo sapiens (Human) OX=9606 GN=SERINC1 PE=1 SV=1	6	6	1.000	2	2	2	2	2	2	2.000	2.000	2.000	 
4698.0	1	sp|Q9NRY4|RHG35_HUMAN	 	1.3	1499	170512	Rho GTPase-activating protein 35 OS=Homo sapiens (Human) OX=9606 GN=ARHGAP35 PE=1 SV=3	6	4	0.667	3	1	2	1	1	2	1.010	1.000	2.000	sp|P07996|TSP1_HUMAN, sp|Q9NRY4|RHG35_HUMAN
4699.0	1	sp|Q9NRY5|F1142_HUMAN	 	16.2	505	55468	Protein FAM114A2 OS=Homo sapiens (Human) OX=9606 GN=FAM114A2 PE=1 SV=4	6	6	1.000	0	5	1	0	5	1	0.000	5.000	1.000	 
4700.0	1	sp|Q9NRZ7|PLCC_HUMAN	 	9.6	376	43380	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Homo sapiens (Human) OX=9606 GN=AGPAT3 PE=1 SV=1	8	8	1.000	1	4	3	1	4	3	1.000	4.000	3.000	 
4701.0	1	sp|Q9NS15|LTBP3_HUMAN	 	3.1	1303	139358	Latent-transforming growth factor beta-binding protein 3 OS=Homo sapiens (Human) OX=9606 GN=LTBP3 PE=1 SV=4	5	5	1.000	1	3	1	1	3	1	1.000	3.000	1.000	 
4702.0	1	sp|Q9NS69|TOM22_HUMAN	 	33.8	142	15521	Mitochondrial import receptor subunit TOM22 homolog OS=Homo sapiens (Human) OX=9606 GN=TOMM22 PE=1 SV=3	16	16	1.000	6	4	6	6	4	6	6.000	4.000	6.000	 
4703.0	1	sp|Q9NS86|LANC2_HUMAN	 	26.2	450	50854	LanC-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=LANCL2 PE=1 SV=1	21	21	1.000	11	2	8	11	2	8	11.000	2.000	8.000	 
4704.0	1	sp|Q9NSC5|HOME3_HUMAN	 	10.2	361	39836	Homer protein homolog 3 OS=Homo sapiens (Human) OX=9606 GN=HOMER3 PE=1 SV=2	5	5	1.000	3	1	1	3	1	1	3.000	1.000	1.000	 
4705.0	1	sp|Q9NSD9|SYFB_HUMAN	 	39.4	589	66115	Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens (Human) OX=9606 GN=FARSB PE=1 SV=3	75	75	1.000	19	26	30	19	26	30	19.000	26.000	30.000	 
4706.0	1	sp|Q9NSE4|SYIM_HUMAN	 	42.4	1012	113790	Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=IARS2 PE=1 SV=2	120	120	1.000	31	45	44	31	45	44	31.000	45.000	44.000	 
4707.0	1	sp|Q9NSK0|KLC4_HUMAN	 	21.5	619	68639	Kinesin light chain 4 OS=Homo sapiens (Human) OX=9606 GN=KLC4 PE=1 SV=3	24	9	0.375	4	4	16	1	2	6	1.200	2.762	8.306	sp|Q07866|KLC1_HUMAN, sp|Q9H0B6|KLC2_HUMAN, sp|Q9NSK0|KLC4_HUMAN
4708.0	1	sp|Q9NSY1|BMP2K_HUMAN	 	6.8	1161	129170	BMP-2-inducible protein kinase OS=Homo sapiens (Human) OX=9606 GN=BMP2K PE=1 SV=2	10	9	0.900	3	2	5	3	2	4	3.000	2.000	4.571	sp|Q2M2I8|AAK1_HUMAN, sp|Q9NSY1|BMP2K_HUMAN
4709.0	1	sp|Q9NT62|ATG3_HUMAN	 	26.4	314	35864	Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens (Human) OX=9606 GN=ATG3 PE=1 SV=1	28	28	1.000	9	8	11	9	8	11	9.000	8.000	11.000	 
4710.0	1	sp|Q9NTI5|PDS5B_HUMAN	 	16.8	1447	164665	Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens (Human) OX=9606 GN=PDS5B PE=1 SV=1	64	52	0.812	25	20	19	20	17	15	24.000	19.125	17.400	sp|Q29RF7|PDS5A_HUMAN, sp|Q9NTI5|PDS5B_HUMAN
