New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Apr 24 07:35:32 2020
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_A	Total_B	Total_C	Unique_A	Unique_B	Unique_C	Corrected_A	Corrected_B	Corrected_C	PSMs_Used_A	TotInt_126C_A	TotInt_127N_A	TotInt_127C_A	TotInt_128N_A	TotInt_128C_A	TotInt_129N_A	TotInt_129C_A	TotInt_130N_A	TotInt_130C_A	TotInt_131N_A	TotInt_131C_A	PSMs_Used_B	TotInt_126C_B	TotInt_127N_B	TotInt_127C_B	TotInt_128N_B	TotInt_128C_B	TotInt_129N_B	TotInt_129C_B	TotInt_130N_B	TotInt_130C_B	TotInt_131N_B	TotInt_131C_B	PSMs_Used_C	TotInt_126C_C	TotInt_127N_C	TotInt_127C_C	TotInt_128N_C	TotInt_128C_C	TotInt_129N_C	TotInt_129C_C	TotInt_130N_C	TotInt_130C_C	TotInt_131N_C	TotInt_131C_C
4990	1	sp|Q9UIC8|LCMT1_HUMAN	 	 	 	 	9.6	334	38379	Leucine carboxyl methyltransferase 1 OS=Homo sapiens (Human) OX=9606 GN=LCMT1 PE=1 SV=2	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000	2	52451.060546999994	82514.51171899999	110357.335937	86457.960937	99325.74609399999	113806.121093	68881.041015	31115.878905999998	23559.585938	95758.980469	150.0	1	8055.977539	29740.080077999995	41771.269531	33661.625	32241.496094	49208.964844	59313.87890599999	21505.46875	26951.005858999997	41391.714844	150.0	2	78640.405029	26562.658936	59375.485352	30041.633789	92924.75	76136.577149	105957.360352	175040.557129	165868.810425	88114.25	8381.874023
4991	1	sp|Q9UID3|VPS51_HUMAN	 	 	 	 	4.6	782	86041	Vacuolar protein sorting-associated protein 51 homolog OS=Homo sapiens (Human) OX=9606 GN=VPS51 PE=1 SV=2	7	7	1.000	1	3	3	1	3	3	1.000	3.000	3.000	1	18633.392578	13258.415039	21075.720703	11559.772461	30913.195312	26460.326172	14347.585938	3079.493652	3431.516357	14304.323241999999	150.0	3	4180.916259	23384.215576	30700.070068	20101.361083999996	19211.057617000002	28178.908446999998	21914.676513	9328.111328	15069.015747	19880.760986999998	150.0	3	21788.250854	16553.768555000002	20581.583008	35297.879393999996	17434.751709	28030.496582	21236.781005	36765.415161	32079.677734	26944.540283	991.6079710000001
4992	1	sp|Q9UIF8|BAZ2B_HUMAN	 	 	 	 	0.9	2168	240456	Bromodomain adjacent to zinc finger domain protein 2B OS=Homo sapiens (Human) OX=9606 GN=BAZ2B PE=1 SV=3	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	6055.836426	29862.896483999997	46471.363281	15355.78125	23470.869141	347150.8125	39711.625	31054.322266000003	19022.111328	46811.546875	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4993	1	sp|Q9UIG0|BAZ1B_HUMAN	 	 	 	 	16.3	1483	170901	Tyrosine-protein kinase BAZ1B OS=Homo sapiens (Human) OX=9606 GN=BAZ1B PE=1 SV=2	39	39	1.000	13	9	17	13	9	17	13.000	9.000	17.000	13	162415.40234299997	439982.25293	352612.65332	306494.75097799994	405260.3623050001	413652.922853	287557.15478599997	95403.73681699998	70462.910645	273637.79589899996	1077.987793	9	99132.11248699999	515121.230956	875023.7729489999	309284.4741210001	353341.0834959999	370077.414552	609976.140625	205051.30298	154130.771607	482691.0483390001	1198.967041	17	463114.38671999995	606000.1947040001	1175314.475587	934268.3110359999	714014.3518060001	1357200.916017	1889995.032228	526840.6757820001	241651.24768199996	727845.296386	3065.903503
4994	1	sp|Q9UII2|ATIF1_HUMAN	 	 	 	 	24.5	106	12249	ATPase inhibitor, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ATP5IF1 PE=1 SV=1	17	17	1.000	9	3	5	9	3	5	9.000	3.000	5.000	9	697257.639404	915426.78772	600353.359376	596300.488161	1221747.073243	841833.471559	681872.618652	290952.733887	237761.14257899998	843043.5463859999	150.0	3	299151.515625	694125.15625	944968.3125	715861.65625	910023.46875	1653095.4375	1243841.3125	495187.0625	723456.046875	891406.734375	22923.385742	5	212082.219726	693665.072266	531033.27832	586245.952149	488652.950196	851501.8632809999	694413.2617190001	335627.053712	217536.162597	453489.944336	150.0
4995	1	sp|Q9UIJ7|KAD3_HUMAN	 	 	 	 	72.7	227	25565	GTP:AMP phosphotransferase AK3, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=AK3 PE=1 SV=4	92	92	1.000	30	26	36	30	26	36	30.000	26.000	36.000	30	813423.4454379999	1041765.237914	619254.9663099999	2698860.498293	1746568.098876	2807045.352054001	1698252.857179	920129.803956	1024114.1054659999	1708478.7746580003	11690.400146	26	1063349.6185309999	766570.335082	1906272.7050800002	780721.3504650001	1180540.02173	1460963.8754879998	1512395.0983909997	1102947.7504890002	1694052.414551	1651715.138429	46447.055786	36	1141626.762208	1540123.735107	1899648.233395	1289007.369017	2607753.884278	4443000.559573	8587104.892577	1861415.168701	1074214.4304189999	2147390.2285160003	16357.922607
4996	1	sp|Q9UIL1|SCOC_HUMAN	 	 	 	 	27.7	159	18045	Short coiled-coil protein OS=Homo sapiens (Human) OX=9606 GN=SCOC PE=1 SV=2	6	6	1.000	1	1	4	1	1	4	1.000	1.000	4.000	1	7959.929198999999	9598.696289	12219.642578	9826.825195	15111.807616999999	12398.117188	7376.412598000001	3361.006836	2876.977295	9458.806641	150.0	1	2176.017822	1298.162842	2639.331055	723.9055179999999	3634.84375	1867.9549559999998	3942.279053	2965.917236	1588.723389	3156.852539	150.0	4	41267.132813	202240.38708500002	285549.160278	90049.64697199999	161898.085938	238409.519531	197023.441895	96046.601074	18854.836609	107615.37036	150.0
4997	1	sp|Q9UIQ6|LCAP_HUMAN	 	 	 	 	18.6	1025	117348	Leucyl-cystinyl aminopeptidase OS=Homo sapiens (Human) OX=9606 GN=LNPEP PE=1 SV=3	22	22	1.000	9	8	5	9	8	5	9.000	8.000	5.000	9	130913.811523	209795.043947	233995.598144	184891.767089	743810.7900389999	243217.07275300001	283123.019531	115839.82348600001	90256.808594	269393.356936	150.0	8	70994.012696	114518.181886	192920.51452599998	124595.103089	116116.149291	145752.444336	123864.433838	102001.752441	124663.852723	163132.55895900002	3093.840699	5	55549.827393	110302.562744	130262.63268899999	103623.199645	148043.637452	181513.641602	240912.707031	86675.83795199999	66361.704223	105537.345581	150.0
4998	1	sp|Q9UIS9|MBD1_HUMAN	 	 	 	 	6.1	605	66607	Methyl-CpG-binding domain protein 1 OS=Homo sapiens (Human) OX=9606 GN=MBD1 PE=1 SV=2	11	11	1.000	4	2	5	4	2	5	4.000	2.000	5.000	4	19067.396484999997	39637.66455	53386.959470999995	41923.216796	68771.740236	69700.226563	39841.661133	18124.817138	9846.23352	46499.043945	150.0	2	1210.223511	4257.935669	7162.082763	3898.950439	3477.4212039999998	4200.702698	5328.461792	3121.066467	3699.641479	6342.863525	150.0	5	35017.555297	44100.538207000005	35108.721558	70572.892822	37134.008667	67022.68261799999	103859.96582000001	24672.584227	16950.820312	31845.729124999998	150.0
4999	1	sp|Q9UIV1|CNOT7_HUMAN	 	 	 	 	8.1	285	32745	CCR4-NOT transcription complex subunit 7 OS=Homo sapiens (Human) OX=9606 GN=CNOT7 PE=1 SV=3	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	44446.445311999996	29208.904297	37117.652344	20213.538086	29214.405762	64742.060547	55698.447754	22088.141602	20591.433594000002	29839.746094000002	1016.0904539999999
5000	1	sp|Q9UJ68|MSRA_HUMAN	 	 	 	 	13.6	235	26132	Mitochondrial peptide methionine sulfoxide reductase OS=Homo sapiens (Human) OX=9606 GN=MSRA PE=1 SV=1	8	8	1.000	4	2	2	4	2	2	4.000	2.000	2.000	4	40837.290771	74995.146485	47840.676758	82774.508789	125504.226562	81985.72949299999	93880.14941399998	41643.585449	50093.16308500001	69112.974608	916.2105710000001	2	29235.992187999997	20945.672851000003	27012.764648999997	53621.466797	29693.265625	41917.178711	45184.519532	38108.927735000005	38088.004883	38786.941406	1600.673401	2	59928.618164	65781.341797	81691.386718	35198.59961	118702.019532	152856.390625	214923.460937	108026.648438	87910.714844	82070.507812	5236.270386
5001	1	sp|Q9UJ70|NAGK_HUMAN	 	 	 	 	64.2	344	37375	N-acetyl-D-glucosamine kinase OS=Homo sapiens (Human) OX=9606 GN=NAGK PE=1 SV=4	94	94	1.000	31	37	26	31	37	26	31.000	37.000	26.000	31	1551878.504153	1866948.7553710002	1484919.6499039996	2580486.274779	3918756.4499520003	2095414.3405730003	3052881.943607	731686.465026	486234.3170159999	2314850.083865	5236.172363000001	37	556961.501096	1778767.19031	2967451.341065	2909328.394045	2247922.134767	5896378.757814	1881393.3230009996	1300432.9749729997	2201638.976686	2545676.8393550003	67088.21942099999	26	766406.91382	1608404.2807609998	1863974.262453	1973494.8640140002	2536149.222779	1540350.912598	3304726.0932630002	1374065.247192	550401.5390640001	1558695.741701	150.0
5002	1	sp|Q9UJ83|HACL1_HUMAN	 	 	 	 	2.8	578	63728	2-hydroxyacyl-CoA lyase 1 OS=Homo sapiens (Human) OX=9606 GN=HACL1 PE=1 SV=2	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	1	4781.649414	17664.611328	17658.316406	9349.089844	21439.611328	14788.580078	10476.000977	3171.586914	5028.013184	11252.78418	150.0	1	6874.883301000001	13936.017578	60414.99609400001	8995.416992	28528.451172000005	11204.512695	9236.074219	10692.357422	12159.103516	32726.042969	150.0	2	21469.050293	13167.956055	30761.061523999997	13746.682617	18204.498535	31896.464843	30966.844727000003	8587.097412000001	5834.644532	16999.151368	150.0
5003	1	sp|Q9UJS0|CMC2_HUMAN	 	 	sp|O75746|CMC1_HUMAN, sp|Q9UJS0|CMC2_HUMAN	 	35.6	675	74175	Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens (Human) OX=9606 GN=SLC25A13 PE=1 SV=2	40	20	0.500	8	12	20	3	6	11	6.750	10.000	15.950	3	35944.023559	36983.680176	34126.670411	40466.897095	55458.158691000004	48330.293212	36215.594727	18883.231445	15805.176270000002	45635.983155	150.0	6	42880.463989	247038.495118	174559.810548	104749.01416	114971.573851	186860.233886	211988.41162	62585.604737	71434.618651	141232.99902299998	1804.6040039999998	11	394409.05493199994	1178287.861329	870072.7519530001	385650.820313	579404.384766	1808492.399414	1299718.614258	310244.39160000003	474121.04736300005	444886.66796799994	13016.03418
5004	1	sp|Q9UJU6|DBNL_HUMAN	 	 	 	 	55.6	430	48207	Drebrin-like protein OS=Homo sapiens (Human) OX=9606 GN=DBNL PE=1 SV=1	107	107	1.000	37	32	38	37	32	38	37.000	32.000	38.000	37	933790.2240000002	1610542.1716350003	1270612.186157	1940485.893557	2724611.383792	2106731.8627969995	1918941.4379899998	588123.402466	421586.003297	1626242.755372	150.0	32	193745.36029100002	1825681.637696	2190822.650638	2278557.949707	1033511.890384	2099591.9672879996	1195889.5488270002	630401.935791	1013171.824707	1402185.2055709995	15601.994933000002	38	966047.4396950001	1068457.194154	2057762.9057659996	2393840.3854999994	1642964.574219	2750372.5410160003	4479768.865479002	1183993.2160640005	716856.835511	1751893.5349119997	11097.075745
5005	1	sp|Q9UJW0|DCTN4_HUMAN	 	 	 	 	17.6	460	52337	Dynactin subunit 4 OS=Homo sapiens (Human) OX=9606 GN=DCTN4 PE=1 SV=1	8	8	1.000	0	4	4	0	4	4	0.000	4.000	4.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	36579.329835	82720.798828	132255.276367	107580.735351	115882.820313	153649.895508	101635.873046	72095.020021	99222.87988200001	138947.661133	150.0	4	19296.769287000003	25257.364991	39425.69384800001	22175.636963	35698.47949199999	63884.987793	60081.553711	41901.573242	26190.541626	31507.443848000003	150.0
5006	1	sp|Q9UJY4|GGA2_HUMAN	 	 	 	 	14.2	613	67150	ADP-ribosylation factor-binding protein GGA2 OS=Homo sapiens (Human) OX=9606 GN=GGA2 PE=1 SV=3	9	9	1.000	2	2	5	2	2	5	2.000	2.000	5.000	2	11363.858155000002	20860.538086	24549.824219000002	19505.709961	19263.939453	16798.169434	25004.318847000002	4002.031494	5198.999634	18690.708984	150.0	2	4943.732971	16725.571777	16240.911865	14969.997070000001	10744.57544	13903.339600000001	14878.778808	8879.550415	11068.305664	12064.5625	150.0	5	28686.556763	44209.0896	42896.695312	49609.873778999994	39102.139404	72305.354004	121851.45507899999	25524.595215	15711.062866	34812.831544	150.0
5007	1	sp|Q9UJY5|GGA1_HUMAN	 	 	 	 	7.5	639	70383	ADP-ribosylation factor-binding protein GGA1 OS=Homo sapiens (Human) OX=9606 GN=GGA1 PE=1 SV=1	6	6	1.000	1	1	4	1	1	4	1.000	1.000	4.000	1	12834.78418	24818.695312	30445.808594	17966.466797	29990.732422000005	21260.699219	16386.101562	5421.697265999999	5957.364258	22747.882812	150.0	1	635.799194	6535.808594	4337.94873	3398.990479	2698.700195	8768.367188	4110.024414	2356.111084	3400.1621090000003	4804.372559	150.0	4	56465.524230999996	55943.354492	82497.059571	41116.752807	64695.412110000005	67217.943359	176802.714844	33617.756347	32137.128785	43080.602049999994	150.0
5008	1	sp|Q9UJZ1|STML2_HUMAN	 	 	 	 	55.3	356	38534	Stomatin-like protein 2, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=STOML2 PE=1 SV=1	63	63	1.000	25	20	18	25	20	18	25.000	20.000	18.000	25	684983.1997090001	784149.5754420001	995738.8569340002	837766.2802710001	944431.667237	1609992.956054	589164.1650380001	249018.164368	169441.715271	651297.1657709999	750.211243	20	149966.765318	413837.67016499996	849312.491209	333160.65136699995	434377.7873549999	521813.3146980001	471645.771729	244516.10253699997	310319.02709800005	589761.7983399999	5079.231445	18	579497.3118899999	347047.04626500007	546970.3929430001	391058.138304	527172.47919	945921.864502	1139123.079591	314532.303589	317836.71948300005	518573.06750699994	150.0
5009	1	sp|Q9UK22|FBX2_HUMAN	 	 	 	 	17.9	296	33327	F-box only protein 2 OS=Homo sapiens (Human) OX=9606 GN=FBXO2 PE=1 SV=2	6	6	1.000	3	1	2	3	1	2	3.000	1.000	2.000	3	27418.640625	16685.772216999998	19320.8396	66129.086914	85813.84375	18618.958496	33331.726318	7377.475463999999	10988.3396	31708.595948000002	150.0	1	11079.93457	118128.50781300002	60664.804688	14215.176758000001	13748.22168	7175.68457	13035.259766	48833.695312	11003.025391	42281.859375	150.0	2	9226.025757000001	12745.366699	15905.455078	14515.815063999999	16683.700926999998	46116.068847	151646.794922	19244.688232	27348.223145	24598.225586	150.0
5010	1	sp|Q9UK41|VPS28_HUMAN	 	 	 	 	38.9	221	25425	Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens (Human) OX=9606 GN=VPS28 PE=1 SV=1	19	19	1.000	7	5	7	7	5	7	7.000	5.000	7.000	7	214485.385743	263817.495849	218698.41308499998	318036.521485	337575.96801799996	248183.72656299997	269470.46313600003	113896.700194	99057.99401899999	287253.80761899997	150.0	5	36706.986817	157180.84277299998	183556.75	114253.719726	127566.178711	215146.025391	126386.435547	78584.558594	103052.563477	152172.005859	150.0	7	113711.23034800001	195629.83856200002	323190.673095	123200.620971	229989.535706	385513.58056499995	598841.080078	118101.12768499998	78077.317383	188243.90637300003	150.0
5011	1	sp|Q9UK45|LSM7_HUMAN	 	 	sp|Q8WXE0|CSKI2_HUMAN, sp|Q9UK45|LSM7_HUMAN	 	52.4	103	11602	U6 snRNA-associated Sm-like protein LSm7 OS=Homo sapiens (Human) OX=9606 GN=LSM7 PE=1 SV=1	14	9	0.643	4	5	5	3	3	3	3.600	4.000	4.500	3	172581.400391	248986.042969	368780.191406	296151.02538999997	351302.957032	340208.179688	229585.707031	90717.052735	57528.614745	247298.548828	150.0	3	10496.463135000002	66743.861328	121513.302735	105138.42285199999	77111.51660100001	76432.05078	61302.857422	26081.715819999998	56809.499511999995	81268.49121099999	606.594604	3	124750.872802	155486.147461	302882.97070400004	320952.083008	238331.195312	394748.453125	494300.941406	135567.01367100002	90274.282959	208923.757812	150.0
5012	1	sp|Q9UK59|DBR1_HUMAN	 	 	 	 	15.4	544	61554	Lariat debranching enzyme OS=Homo sapiens (Human) OX=9606 GN=DBR1 PE=1 SV=2	6	6	1.000	5	0	1	5	0	1	5.000	0.000	1.000	5	177153.984865	366047.461915	365179.809571	315129.90234299994	328539.111328	321251.80078	252033.16748	66396.852417	48053.487304	286273.29492200003	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	150.0	19605.650391	23770.078125	2153.622314	17225.742188	24068.105469	48233.96875	8629.412109	2190.147461	5708.79541	150.0
5013	1	sp|Q9UK76|JUPI1_HUMAN	 	 	 	 	69.5	154	16014	Jupiter microtubule associated homolog 1 OS=Homo sapiens (Human) OX=9606 GN=JPT1 PE=1 SV=3	14	14	1.000	4	4	6	4	4	6	4.000	4.000	6.000	4	19938.943604	56112.62915000001	20841.551758	35084.10058499999	36037.6297	56724.945313000004	28639.248779	8770.891602	4868.165892999999	43642.882324	150.0	4	19211.363403	28204.643798999998	259498.658203	68915.18579	124240.198243	168672.689942	261014.986328	33383.645142	47102.596192	98991.870116	150.0	6	34019.668335	12448.764282000002	61875.103273	27154.611573	25300.331421	96659.49829100001	103625.624512	17870.743469	10590.17334	36312.978026	150.0
5014	1	sp|Q9UKA4|AKA11_HUMAN	 	 	 	 	1.5	1901	210510	A-kinase anchor protein 11 OS=Homo sapiens (Human) OX=9606 GN=AKAP11 PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	1	723.870605	2347.9267579999996	3206.612061	4571.279297	6903.291992	1263.474731	5485.842285	1259.955444	766.435242	2980.165527	150.0	2	3346.1049190000003	9616.687988	11301.799316999999	14652.517822	12660.027343	15222.945313	12838.501952999999	6286.217407	7862.954100999999	9658.650634	150.0	1	2008.11792	3018.262695	4270.796386999999	4032.108887	3493.6604	3772.036865	8814.163086	3067.9951170000004	1583.977295	5084.305176	150.0
5015	1	sp|Q9UKA9|PTBP2_HUMAN	 	 	sp|O95758|PTBP3_HUMAN, sp|P26599|PTBP1_HUMAN, sp|Q9UKA9|PTBP2_HUMAN	 	13.2	531	57490	Polypyrimidine tract-binding protein 2 OS=Homo sapiens (Human) OX=9606 GN=PTBP2 PE=1 SV=1	13	6	0.462	3	3	7	0	0	6	0.000	0.000	6.125	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	43452.317993000004	358391.024902	108233.13915999999	96864.201661	87290.75732399999	565961.222657	197695.03710800002	129269.270753	46055.711058999994	107888.464354	150.0
5016	1	sp|Q9UKD1|GMEB2_HUMAN (+1)	sp|Q9UKD1|GMEB2_HUMAN&sp|Q9Y692|GMEB1_HUMAN	 	 	 	3.0	530	56421	Glucocorticoid modulatory element-binding protein 2 OS=Homo sapiens (Human) OX=9606 GN=GMEB2 PE=1 SV=1	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	3629.275146	4276.425293	7796.311035	3432.5969240000004	4775.712402	5637.885742	6219.48877	6029.285645	3681.890625	4002.3718259999996	150.0	2	6993.136963000001	7100.949463	10460.748535	12563.108887	9894.842286000001	14063.2229	17845.758057	8097.632079999999	5762.138305	11546.123779000001	150.0
5017	1	sp|Q9UKD2|MRT4_HUMAN	 	 	 	 	30.1	239	27560	mRNA turnover protein 4 homolog OS=Homo sapiens (Human) OX=9606 GN=MRTO4 PE=1 SV=2	16	16	1.000	6	5	5	6	5	5	6.000	5.000	5.000	6	115610.95068400001	403190.556641	220001.757812	224291.26464799998	275276.98047	354303.15331900003	208276.175781	59132.488404	41532.141113000005	238005.875	150.0	5	28225.559082000003	81477.372192	307341.869629	85814.480714	182202.83898899998	138637.47131300002	86621.667358	45576.443908	64034.442567	178195.643311	150.0	5	117292.85327200001	237554.031738	392431.997071	160060.664307	169587.650146	608148.518066	392889.13086	104815.040284	71716.85229600001	169145.406251	150.0
5018	1	sp|Q9UKF6|CPSF3_HUMAN	 	 	 	 	2.2	684	77485	Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens (Human) OX=9606 GN=CPSF3 PE=1 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	2	14183.285156	32658.894531	45718.347656	31632.037108999997	24440.435547	46384.222656	21961.199219	6680.361328	4455.476562	24904.853516	150.0	1	3919.2539060000004	22790.648438	44815.472656	17704.953125	33963.035156	28066.980469	27175.304688	8499.604492	12544.080078	26983.765625	150.0	1	3886.307861	34500.105469	85121.304688	36178.144531	48496.320312	118518.875	41543.652344	21380.728516	2969.396484	24923.277344	150.0
5019	1	sp|Q9UKG1|DP13A_HUMAN	 	 	 	 	32.0	709	79663	DCC-interacting protein 13-alpha OS=Homo sapiens (Human) OX=9606 GN=APPL1 PE=1 SV=1	35	35	1.000	13	14	8	13	14	8	13.000	14.000	8.000	13	98498.050537	218248.81762699998	193817.075685	201969.579103	263325.516113	172292.49682799997	205578.955078	78109.12878399997	67221.916992	178007.69775400002	772.318604	14	100357.22650100001	235998.24133400002	293510.36181500007	172794.520142	295061.454835	175450.214478	217785.401612	129580.516721	272429.95105199993	363425.50121899997	9068.793824	8	87701.85534599998	105163.421631	111934.38476500001	133595.53710900003	148096.39062700002	178542.86523499998	154639.096678	75360.87158199999	112677.78735600002	104353.71484300001	6097.760254
5020	1	sp|Q9UKG9|OCTC_HUMAN	 	 	 	 	4.4	612	70178	Peroxisomal carnitine O-octanoyltransferase OS=Homo sapiens (Human) OX=9606 GN=CROT PE=1 SV=2	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	3753.233399	20624.591796	22279.163086	69622.737304	11806.928711	51550.900391	20179.250977	9094.014892	17962.470703	19127.715819999998	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5021	1	sp|Q9UKJ3|GPTC8_HUMAN	 	 	 	 	4.7	1502	164195	G patch domain-containing protein 8 OS=Homo sapiens (Human) OX=9606 GN=GPATCH8 PE=1 SV=2	9	9	1.000	2	3	4	2	3	4	2.000	3.000	4.000	2	8506.77832	20580.975098000003	14382.248534999999	14575.507324	17860.782715	18035.362304000002	11063.969726000001	3415.441162	3344.281616	10716.813965000001	150.0	3	10752.602661	21974.15088	56607.770508	22728.767578	64284.443847999995	35902.115722999995	32553.328857	16929.582763000002	31575.85205	45658.645996	1343.3479	4	94609.967164	8662.349121	22396.058838	13715.126953000003	24107.065064	42187.447265	32768.338988999996	14426.895387	22853.87207	19401.014037	150.0
5022	1	sp|Q9UKK3|PARP4_HUMAN	 	 	 	 	3.1	1724	192592	Protein mono-ADP-ribosyltransferase PARP4 OS=Homo sapiens (Human) OX=9606 GN=PARP4 PE=1 SV=3	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000	2	47372.347168	79594.946289	107529.348145	82657.708985	130220.888672	101972.038085	76871.4375	23083.857422	19104.270996000003	72304.25976500001	150.0	1	3506.622314	8833.258789	12291.905273	11943.75	14071.737305	21374.882812	11899.070312	27567.484375	9583.466797	21961.488281	150.0	2	37244.123047	93471.980469	101607.003906	73392.34375	67564.904297	88479.269532	119017.628906	49328.959961	19205.977050999998	67750.208984	150.0
5023	1	sp|Q9UKK9|NUDT5_HUMAN	 	 	 	 	32.4	219	24327	ADP-sugar pyrophosphatase OS=Homo sapiens (Human) OX=9606 GN=NUDT5 PE=1 SV=1	34	34	1.000	11	11	12	11	11	12	11.000	11.000	12.000	11	425851.583984	938417.8955089999	895253.248049	765110.6459949999	1041210.378906	1469124.4423830002	980711.0937490001	334140.464844	212014.434327	855979.9013670001	5661.398926	11	117180.594482	387289.6342779999	1228723.421874	358799.258789	538440.2138670001	573668.737305	379468.6655279999	233787.94970599998	466436.80664100003	663317.194336	12169.834411999998	12	515339.78906200005	749193.925902	1943540.3375249996	899807.6379389999	1175047.720338	3203331.746827	1968610.76709	595602.811155	273700.997377	950963.0567619998	1740.180848
5024	1	sp|Q9UKM7|MA1B1_HUMAN	 	 	 	 	14.2	699	79579	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Homo sapiens (Human) OX=9606 GN=MAN1B1 PE=1 SV=2	13	13	1.000	3	4	6	3	4	6	3.000	4.000	6.000	3	33931.91272	27704.085204000003	30764.313721	30836.189940999997	35364.197997999996	31202.371094	29932.096191	9978.557739	9839.090575999999	43588.986328000006	150.0	4	13144.462279	32277.504516	61970.549073	35847.263062	34884.132202	75047.18457	32027.034423999998	35329.905762	33531.420288	49830.190430999995	1056.977661	6	77948.327881	187061.22741700002	172872.47375499998	144834.82312000002	172066.018982	497983.77124	246762.73754800003	114971.964722	63900.046631000005	153369.392944	150.0
5025	1	sp|Q9UKM9|RALY_HUMAN	 	 	sp|Q86SE5|RALYL_HUMAN, sp|Q9UKM9|RALY_HUMAN	 	48.4	306	32463	RNA-binding protein Raly OS=Homo sapiens (Human) OX=9606 GN=RALY PE=1 SV=1	107	101	0.944	45	33	29	43	30	28	45.000	33.000	29.000	43	1849716.2979119997	4339163.269043	2258932.6724890005	3131779.605594001	3867140.5256330003	9417167.525881998	2641055.2636749996	1109317.056091	442324.083189	2606973.649784	4299.995605	30	349525.410279	1731656.6223150005	2847454.949709	1620705.574465	1755536.5413829999	2507633.365235	3195506.598635	753130.1431880002	1092445.207154	2210442.88013	10363.423828	28	1408761.9788839999	2901812.202149	2983496.5400400003	2663760.51831	2273259.1870139996	4476257.067872	4652630.110599001	1372843.796145	619305.1710199998	2403132.2316889996	150.0
5026	1	sp|Q9UKN8|TF3C4_HUMAN	 	 	 	 	9.7	822	91981	General transcription factor 3C polypeptide 4 OS=Homo sapiens (Human) OX=9606 GN=GTF3C4 PE=1 SV=2	7	7	1.000	2	1	4	2	1	4	2.000	1.000	4.000	2	31510.154297	25664.332030999998	16810.993652999998	45810.228515	53846.724609000004	47997.470703	27770.887695	13474.195800000001	6501.239747	28549.169922	150.0	1	7279.248047	52944.332031	96236.0	38224.808594	66438.851562	40943.867188	98317.164062	23653.714844	32614.476562	74542.492188	150.0	4	117188.53418	135794.75415	178745.865235	112158.027833	121514.160157	377585.982422	278413.36523500003	76287.456054	120993.158569	137423.745117	1527.247925
5027	1	sp|Q9UKS6|PACN3_HUMAN	 	 	 	 	19.3	424	48486	Protein kinase C and casein kinase substrate in neurons protein 3 OS=Homo sapiens (Human) OX=9606 GN=PACSIN3 PE=1 SV=2	16	16	1.000	3	4	9	3	4	9	3.000	4.000	9.000	3	50128.167969	85515.136719	59711.50683500001	100582.77539	85152.837891	158135.808593	86230.032227	38914.98095700001	24221.346679000002	100429.88086	150.0	4	29560.964721999997	85988.19922	253020.33789	50561.166016999996	104886.717774	119764.273437	27234.014405	49167.81543	69047.960938	100674.222656	150.0	9	74612.234253	147306.740722	157246.14733799998	102875.55444500002	143893.52002	642461.997803	446909.983643	92420.6864	97686.454102	164499.91045999998	3074.059082
